(324, 264)
(421, 301)
(72, 494)
(741, 219)
(193, 34)
(388, 280)
(139, 397)
(390, 241)
(453, 118)
(633, 424)
(458, 398)
(287, 251)
(23, 330)
(289, 300)
(94, 395)
(502, 98)
(655, 223)
(405, 454)
(283, 138)
(728, 498)
(214, 401)
(219, 172)
(708, 398)
(461, 456)
(362, 479)
(244, 485)
(756, 363)
(331, 224)
(434, 178)
(546, 244)
(105, 173)
(621, 79)
(343, 491)
(19, 35)
(175, 411)
(244, 342)
(300, 52)
(521, 386)
(557, 72)
(146, 162)
(586, 421)
(49, 132)
(675, 322)
(676, 105)
(351, 296)
(227, 310)
(702, 468)
(12, 317)
(500, 31)
(181, 416)
(756, 426)
(414, 115)
(366, 413)
(596, 176)
(716, 170)
(81, 265)
(572, 150)
(282, 357)
(557, 281)
(543, 451)
(3, 501)
(733, 271)
(138, 287)
(324, 10)
(426, 458)
(587, 305)
(49, 195)
(658, 425)
(30, 209)
(667, 26)
(447, 54)
(70, 100)
(430, 303)
(56, 61)
(633, 321)
(471, 486)
(567, 68)
(343, 35)
(637, 148)
(145, 65)
(326, 57)
(43, 290)
(414, 259)
(138, 445)
(68, 455)
(65, 277)
(345, 220)
(136, 121)
(327, 235)
(168, 27)
(369, 94)
(85, 126)
(102, 67)
(215, 486)
(415, 221)
(486, 65)
(99, 38)
(241, 267)
(463, 374)
(254, 51)
(250, 375)
(661, 410)
(599, 324)
(203, 290)
(749, 298)
(740, 289)
(323, 497)
(270, 262)
(352, 286)
(39, 192)
(103, 249)
(259, 301)
(334, 235)
(386, 306)
(474, 416)
(613, 471)
(56, 373)
(32, 478)
(656, 466)
(484, 160)
(137, 443)
(635, 269)
(335, 493)
(453, 40)
(296, 48)
(693, 238)
(131, 108)
(504, 172)
(551, 339)
(639, 350)
(546, 249)
(681, 463)
(127, 398)
(606, 471)
(232, 280)
(101, 346)
(28, 293)
(556, 369)
(482, 435)
(583, 194)
(642, 59)
(48, 340)
(121, 456)
(754, 397)
(756, 293)
(114, 375)
(185, 429)
(625, 397)
(504, 254)
(56, 311)
(120, 122)
(303, 26)
(254, 124)
(237, 52)
(171, 375)
(337, 104)
(593, 270)
(285, 297)
(565, 305)
(463, 358)
(527, 404)
(296, 223)
(538, 337)
(693, 32)
(424, 104)
(576, 47)
(391, 464)
(368, 398)
(583, 348)
(136, 266)
(207, 265)
(640, 81)
(221, 467)
(121, 168)
(183, 471)
(433, 273)
(44, 419)
(504, 286)
(325, 164)
(313, 494)
(605, 306)
(707, 477)
(599, 22)
(533, 348)
(308, 70)
(222, 449)
(28, 226)
(349, 79)
(744, 475)
(5, 48)
(54, 257)
(90, 490)
(326, 213)
(149, 122)
(483, 211)
(494, 162)
(182, 118)
(71, 268)
(645, 225)
(489, 190)
(737, 265)
(688, 428)
(345, 382)
(22, 195)
(737, 408)
(91, 437)
(392, 501)
(249, 305)
(332, 196)
(32, 62)
(510, 40)
(314, 56)
(85, 133)
(396, 191)
(725, 477)
(106, 283)
(146, 46)
(699, 139)
(629, 93)
(556, 45)
(455, 361)
(513, 398)
(21, 338)
(688, 273)
(286, 224)
(543, 230)
(48, 362)
(702, 473)
(438, 260)
(757, 12)
(527, 139)
(533, 38)
(338, 194)
(306, 182)
(725, 261)
(85, 83)
(710, 23)
(43, 334)
(741, 28)
(479, 7)
(9, 23)
(523, 445)
(277, 470)
(197, 356)
(354, 31)
(741, 1)
(61, 286)
(32, 235)
(538, 224)
(47, 69)
(38, 315)
(13, 467)
(339, 272)
(130, 270)
(515, 448)
(742, 6)
(727, 63)
(632, 435)
(656, 54)
(741, 185)
(655, 289)
(649, 325)
(168, 300)
(675, 78)
(467, 341)
(93, 215)
(749, 113)
(544, 279)
(140, 270)
(710, 296)
(264, 467)
(518, 40)
(378, 208)
(233, 232)
(348, 43)
(305, 238)
(313, 418)
(721, 341)
(635, 422)
(262, 372)
(698, 30)
(547, 52)
(728, 385)
(634, 95)
(43, 199)
(411, 286)
(50, 234)
(263, 424)
(700, 225)
(515, 193)
(555, 391)
(202, 290)
(275, 205)
(186, 180)
(510, 18)
(673, 244)
(438, 160)
(36, 94)
(100, 461)
(132, 149)
(310, 166)
(386, 268)
(554, 144)
(202, 195)
(520, 349)
(36, 273)
(281, 99)
(107, 26)
(411, 210)
(44, 152)
(105, 139)
(47, 220)
(598, 208)
(669, 460)
(242, 426)
(612, 253)
(482, 501)
(86, 316)
(176, 274)
(553, 136)
(518, 355)
(558, 120)
(109, 488)
(99, 32)
(158, 286)
(269, 172)
(512, 211)
(274, 474)
(620, 454)
(321, 19)
(625, 178)
(697, 337)
(513, 480)
(441, 378)
(127, 23)
(162, 81)
(566, 77)
(713, 139)
(475, 262)
(679, 302)
(676, 15)
(461, 332)
(577, 340)
(460, 99)
(286, 28)
(360, 297)
(294, 13)
(275, 5)
(464, 387)
(108, 450)
(353, 374)
(134, 415)
(429, 243)
(350, 29)
(679, 331)
(415, 396)
(184, 23)
(43, 494)
(725, 73)
(643, 340)
(415, 124)
(746, 59)
(724, 134)
(62, 190)
(85, 51)
(389, 112)
(369, 271)
(260, 125)
(331, 185)
(162, 84)
(288, 69)
(680, 467)
(102, 409)
(266, 380)
(53, 366)
(298, 96)
(747, 144)
(167, 361)
(83, 174)
(378, 259)
(506, 66)
(521, 218)
(577, 303)
(389, 158)
(127, 395)
(536, 103)
(681, 264)
(218, 367)
(245, 337)
(401, 317)
(356, 369)
(59, 180)
(716, 427)
(677, 161)
(364, 391)
(31, 111)
(724, 379)
(8, 2)
(380, 479)
(196, 252)
(639, 341)
(442, 131)
(225, 341)
(267, 307)
(125, 360)
(403, 59)
(754, 397)
(428, 168)
(389, 484)
(704, 418)
(487, 409)
(370, 288)
(648, 71)
(374, 137)
(355, 326)
(506, 398)
(558, 272)
(624, 161)
(242, 200)
(383, 114)
(92, 358)
(303, 388)
(636, 455)
(638, 119)
(93, 494)
(353, 26)
(304, 306)
(297, 275)
(710, 131)
(218, 395)
(746, 264)
(122, 423)
(57, 258)
(750, 447)
(40, 451)
(453, 318)
(483, 125)
(111, 72)
(496, 387)
(292, 261)
(296, 20)
(279, 290)
(496, 336)
(504, 361)
(260, 423)
(110, 384)
(259, 49)
(572, 430)
(464, 401)
(384, 241)
(225, 80)
(65, 352)
(7, 77)
(311, 177)
(285, 2)
(594, 493)
(734, 255)
(165, 262)
(202, 121)
(342, 398)
(542, 243)
(694, 128)
(440, 339)
(429, 198)
(372, 163)
(654, 325)
(155, 212)
(177, 192)
(429, 185)
(555, 161)
(257, 338)
(202, 104)
(539, 28)
(327, 41)
(416, 399)
(568, 224)
(671, 346)
(730, 482)
(342, 177)
(286, 48)
(241, 214)
(497, 280)
(109, 63)
(136, 97)
(626, 312)
(415, 451)
(133, 158)
(495, 146)
(546, 360)
(553, 470)
(631, 71)
(729, 121)
(587, 239)
(272, 157)
(480, 64)
(598, 243)
(285, 201)
(234, 413)
(355, 152)
(73, 399)
(250, 410)
(9, 200)
(613, 469)
(709, 148)
(209, 292)
(530, 160)
(200, 34)
(364, 95)
(145, 339)
(628, 168)
(655, 386)
(445, 154)
(719, 280)
(379, 299)
(397, 355)
(243, 5)
(110, 444)
(748, 492)
(739, 55)
(701, 73)
(752, 462)
(26, 243)
(254, 100)
(363, 320)
(384, 429)
(622, 46)
(274, 15)
(245, 152)
(90, 351)
(676, 359)
(48, 351)
(555, 19)
(642, 427)
(140, 372)
(342, 287)
(148, 326)
(119, 408)
(312, 343)
(338, 467)
(414, 180)
(719, 236)
(101, 60)
(684, 260)
(373, 130)
(494, 82)
(604, 270)
(29, 13)
(503, 343)
(355, 386)
(422, 437)
(234, 206)
(457, 174)
(316, 467)
(138, 87)
(298, 468)
(627, 427)
(211, 182)
(375, 496)
(390, 282)
(102, 81)
(631, 293)
(595, 286)
(106, 176)
(172, 355)
(685, 282)
(389, 367)
(343, 12)
(168, 100)
(285, 231)
(752, 474)
(211, 340)
(119, 3)
(714, 58)
(74, 401)
(602, 486)
(655, 321)
(489, 430)
(78, 499)
(619, 2)
(626, 413)
(241, 85)
(457, 151)
(58, 164)
(274, 408)
(634, 405)
(382, 308)
(240, 101)
(741, 160)
(530, 333)
(515, 457)
(100, 489)
(2, 272)
(400, 271)
(271, 150)
(573, 114)
(79, 173)
(356, 429)
(411, 178)
(292, 245)
(684, 220)
(714, 74)
(646, 293)
(465, 387)
(220, 60)
(622, 3)
(528, 440)
(130, 57)
(264, 300)
(215, 448)
(652, 307)
(129, 502)
(30, 30)
(204, 244)
(553, 68)
(736, 408)
(275, 334)
(6, 93)
(346, 88)
(314, 459)
(62, 466)
(367, 499)
(182, 253)
(215, 444)
(543, 458)
(443, 72)
(148, 124)
(687, 222)
(721, 170)
(608, 306)
(308, 460)
(487, 482)
(95, 241)
(197, 469)
(750, 7)
(728, 483)
(263, 227)
(702, 320)
(570, 318)
(535, 198)
(15, 393)
(15, 111)
(114, 255)
(361, 463)
(625, 214)
(631, 38)
(81, 216)
(737, 124)
(118, 261)
(255, 34)
(251, 232)
(516, 219)
(583, 104)
(214, 112)
(490, 139)
(156, 277)
(196, 323)
(377, 443)
(614, 455)
(141, 300)
(482, 309)
(247, 472)
(509, 134)
(39, 124)
(581, 346)
(577, 196)
(405, 57)
(193, 114)
(11, 431)
(410, 156)
(211, 76)
(438, 292)
(512, 443)
(153, 153)
(475, 80)
(276, 206)
(502, 301)
(670, 184)
(208, 411)
(686, 473)
(518, 355)
(582, 164)
(602, 493)
(304, 21)
(632, 118)
(655, 82)
(379, 398)
(40, 113)
(695, 138)
(609, 377)
(24, 125)
(165, 352)
(386, 253)
(457, 390)
(595, 144)
(31, 299)
(406, 423)
(190, 9)
(303, 33)
(58, 311)
(33, 9)
(351, 345)
(478, 265)
(71, 462)
(204, 495)
(405, 202)
(110, 437)
(580, 326)
(249, 438)
(515, 170)
(138, 212)
(34, 385)
(221, 76)
(684, 297)
(31, 54)
(519, 292)
(243, 406)
(631, 356)
(708, 179)
(316, 31)
(552, 483)
(542, 88)
(266, 124)
(341, 120)
(612, 122)
(703, 176)
(545, 433)
(566, 72)
(79, 308)
(521, 451)
(614, 236)
(740, 494)
(227, 26)
(654, 150)
(122, 455)
(100, 213)
(22, 78)
(135, 43)
(691, 363)
(592, 355)
(250, 491)
(299, 229)
(466, 311)
(713, 493)
(62, 207)
(248, 427)
(188, 228)
(257, 436)
(318, 52)
(343, 140)
(576, 256)
(292, 204)
(537, 461)
(662, 142)
(11, 208)
(415, 30)
(266, 216)
(118, 176)
(201, 466)
(720, 397)
(117, 266)
(252, 126)
(70, 89)
(409, 144)
(190, 337)
(179, 330)
(144, 88)
(28, 329)
(4, 56)
(76, 221)
(655, 262)
(378, 278)
(321, 310)
(189, 89)
(555, 90)
(231, 147)
(644, 394)
(602, 256)
(301, 74)
(33, 127)
(728, 367)
(135, 444)
(543, 158)
(73, 317)
(148, 385)
(435, 251)
(399, 152)
(640, 29)
(297, 375)
(408, 359)
(147, 86)
(158, 258)
(429, 245)
(262, 148)
(324, 10)
(118, 353)
(17, 308)
(229, 172)
(74, 136)
(557, 147)
(525, 327)
(168, 297)
(526, 57)
(85, 115)
(105, 431)
(370, 215)
(400, 386)
(88, 377)
(715, 379)
(498, 415)
(669, 252)
(229, 191)
(561, 38)
(226, 281)
(751, 313)
(553, 12)
(718, 280)
(329, 220)
(374, 401)
(156, 134)
(124, 360)
(480, 496)
(691, 14)
(704, 77)
(210, 227)
(460, 443)
(276, 289)
(550, 19)
(314, 22)
(178, 364)
(61, 260)
(730, 38)
(99, 374)
(526, 86)
(516, 329)
(357, 371)
(712, 10)
(481, 221)
(269, 365)
(676, 21)
(463, 227)
(498, 310)
(661, 349)
(424, 367)
(550, 419)
(208, 65)
(398, 489)
(297, 12)
(352, 308)
(466, 168)
(460, 81)
(386, 388)
(728, 194)
(634, 451)
(11, 129)
(598, 250)
(394, 304)
(314, 213)
(741, 398)
(128, 45)
(628, 403)
(729, 153)
(241, 237)
(547, 400)
(557, 423)
(265, 438)
(499, 364)
(563, 39)
(85, 469)
(459, 434)
(6, 270)
(591, 399)
(568, 218)
(624, 385)
(734, 379)
(195, 98)
(549, 9)
(672, 305)
(319, 113)
(403, 441)
(13, 201)
(49, 316)
(551, 109)
(93, 428)
(269, 259)
(717, 156)
(294, 399)
(15, 423)
(317, 465)
(638, 400)
(722, 494)
(346, 130)
(445, 125)
(90, 312)
(255, 2)
(599, 386)
(254, 29)
(667, 490)
(557, 271)
(242, 177)
(675, 3)
(67, 210)
(545, 23)
(32, 119)
(303, 487)
(138, 143)
(148, 51)
(144, 343)
(130, 311)
(710, 261)
(222, 428)
(433, 291)
(328, 372)
(303, 353)
(574, 41)
(378, 393)
(565, 285)
(497, 413)
(680, 268)
(702, 124)
(504, 336)
(515, 4)
(202, 61)
(26, 303)
(92, 191)
(423, 17)
(537, 329)
(655, 226)
(100, 496)
(248, 149)
(522, 257)
(577, 353)
(43, 85)
(56, 282)
(115, 421)
(11, 426)
(175, 193)
(61, 5)
(655, 101)
(96, 130)
(715, 373)
(115, 195)
(527, 290)
(137, 281)
(83, 114)
(557, 107)
(610, 111)
(294, 19)
(194, 356)
(274, 318)
(377, 101)
(478, 275)
(474, 99)
(4, 79)
(123, 106)
(243, 161)
(620, 17)
(516, 230)
(17, 251)
(550, 85)
(257, 194)
(339, 454)
(551, 230)
(593, 164)
(114, 186)
(193, 17)
(36, 9)
(23, 349)
(191, 412)
(635, 279)
(620, 114)
(545, 180)
(459, 433)
(471, 341)
(484, 109)
(33, 442)
(308, 58)
(334, 159)
(38, 371)
(394, 106)
(9, 52)
(133, 191)
(571, 238)
(595, 363)
(56, 316)
(667, 222)
(332, 29)
(743, 177)
(290, 351)
(635, 219)
(622, 269)
(2, 427)
(345, 356)
(190, 275)
(511, 234)
(536, 395)
(454, 359)
(98, 393)
(65, 472)
(553, 247)
(277, 304)
(26, 92)
(754, 294)
(490, 129)
(277, 367)
(514, 147)
(557, 485)
(275, 220)
(295, 147)
(742, 297)
(504, 423)
(302, 312)
(99, 92)
(657, 160)
(327, 463)
(621, 348)
(544, 461)
(412, 270)
(274, 242)
(483, 407)
(361, 233)
(446, 83)
(584, 101)
(647, 50)
(135, 279)
(78, 491)
(322, 231)
(659, 83)
(350, 176)
(258, 362)
(422, 418)
(596, 230)
(751, 112)
(376, 83)
(522, 207)
(7, 445)
(93, 419)
(244, 349)
(104, 82)
(711, 42)
(437, 389)
(574, 163)
(248, 299)
(472, 306)
(124, 452)
(383, 67)
(44, 243)
(523, 372)
(695, 95)
(708, 155)
(617, 22)
(687, 124)
(262, 38)
(367, 258)
(330, 454)
(513, 115)
(200, 206)
(418, 422)
(220, 169)
(73, 182)
(348, 168)
(538, 451)
(631, 225)
(331, 63)
(608, 321)
(2, 157)
(491, 97)
(589, 362)
(645, 212)
(437, 144)
(212, 104)
(63, 193)
(686, 305)
(113, 385)
(398, 357)
(365, 335)
(456, 178)
(256, 142)
(136, 176)
(408, 265)
(179, 452)
(469, 13)
(175, 60)
(356, 325)
(183, 309)
(176, 362)
(198, 183)
(103, 219)
(375, 63)
(750, 367)
(506, 380)
(339, 107)
(111, 169)
(244, 334)
(306, 425)
(522, 302)
(636, 470)
(728, 292)
(171, 379)
(370, 265)
(663, 311)
(518, 152)
(715, 404)
(464, 285)
(328, 239)
(715, 25)
(591, 424)
(650, 181)
(471, 309)
(192, 217)
(188, 251)
(466, 88)
(541, 279)
(316, 316)
(124, 59)
(658, 177)
(206, 302)
(63, 470)
(692, 436)
(423, 119)
(287, 206)
(505, 255)
(755, 231)
(15, 73)
(76, 145)
(318, 267)
(380, 466)
(264, 284)
(157, 136)
(142, 436)
(324, 248)
(92, 373)
(560, 219)
(269, 438)
(16, 478)
(42, 207)
(599, 443)
(682, 53)
(324, 359)
(24, 240)
(723, 143)
(53, 238)
(144, 349)
(325, 399)
(123, 299)
(504, 334)
(614, 226)
(136, 62)
(745, 58)
(579, 350)
(131, 475)
(392, 337)
(227, 363)
(91, 405)
(265, 480)
(189, 372)
(477, 134)
(359, 384)
(166, 233)
(26, 128)
(562, 3)
(716, 465)
(91, 368)
(47, 21)
(601, 104)
(747, 365)
(466, 367)
(634, 410)
(416, 29)
(663, 420)
(532, 413)
(364, 255)
(304, 100)
(588, 389)
(409, 229)
(412, 390)
(398, 366)
(202, 373)
(618, 113)
(212, 32)
(388, 474)
(652, 434)
(206, 132)
(538, 91)
(640, 330)
(276, 22)
(206, 155)
(404, 93)
(510, 444)
(119, 273)
(501, 124)
(746, 463)
(281, 367)
(520, 160)
(179, 268)
(690, 81)
(576, 27)
(609, 437)
(689, 366)
(358, 490)
(319, 283)
(626, 166)
(350, 336)
(133, 113)
(13, 286)
(42, 65)
(538, 288)
(424, 120)
(417, 42)
(365, 147)
(313, 405)
(385, 156)
(386, 459)
(585, 127)
(755, 482)
(149, 217)
(497, 199)
(475, 490)
(707, 320)
(225, 349)
(264, 83)
(227, 207)
(94, 408)
(92, 337)
(384, 464)
(739, 409)
(647, 185)
(549, 82)
(719, 140)
(402, 251)
(314, 58)
(342, 323)
(423, 138)
(126, 410)
(513, 345)
(617, 5)
(404, 425)
(602, 350)
(174, 379)
(568, 322)
(437, 442)
(30, 20)
(234, 391)
(299, 316)
(335, 426)
(710, 248)
(603, 148)
(736, 282)
(134, 208)
(307, 428)
(55, 491)
(1, 277)
(593, 446)
(665, 240)
(81, 366)
(4, 42)
(613, 30)
(695, 429)
(122, 62)
(701, 198)
(445, 434)
(609, 176)
(738, 259)
(178, 232)
(701, 330)
(57, 394)
(263, 175)
(371, 125)
(244, 80)
(185, 292)
(276, 11)
(357, 95)
(150, 135)
(216, 468)
(241, 322)
(547, 483)
(501, 275)
(335, 374)
(202, 465)
(503, 401)
(205, 372)
(756, 120)
(510, 251)
(119, 496)
(543, 445)
(402, 6)
(615, 36)
(161, 389)
(630, 383)
(585, 6)
(245, 391)
(623, 316)
(125, 413)
(25, 478)
(10, 309)
(185, 435)
(213, 400)
(419, 265)
(699, 341)
(345, 98)
(716, 282)
(422, 210)
(592, 339)
(255, 271)
(37, 205)
(230, 163)
(229, 180)
(453, 126)
(334, 382)
(275, 210)
(300, 12)
(445, 502)
(256, 370)
(129, 10)
(255, 136)
(124, 232)
(596, 263)
(105, 493)
(97, 183)
(721, 337)
(687, 210)
(547, 215)
(569, 374)
(221, 97)
(757, 222)
(8, 180)
(288, 74)
(576, 336)
(128, 37)
(31, 10)
(172, 242)
(57, 229)
(212, 226)
(483, 219)
(522, 310)
(758, 229)
(357, 471)
(85, 99)
(691, 131)
(169, 273)
(105, 459)
(79, 159)
(51, 104)
(538, 177)
(116, 42)
(364, 36)
(211, 129)
(79, 378)
(173, 324)
(102, 270)
(706, 1)
(54, 376)
(228, 399)
(245, 92)
(132, 208)
(570, 44)
(337, 345)
(131, 376)
(566, 142)
(184, 112)
(499, 114)
(184, 294)
(319, 425)
(225, 470)
(739, 478)
(698, 342)
(431, 195)
(459, 457)
(96, 385)
(386, 167)
(554, 40)
(417, 60)
(456, 423)
(298, 444)
(604, 459)
(115, 412)
(541, 451)
(309, 163)
(634, 410)
(744, 212)
(648, 320)
(243, 350)
(288, 194)
(56, 176)
(601, 446)
(668, 188)
(289, 475)
(727, 31)
(149, 106)
(207, 313)
(349, 117)
(426, 225)
(744, 112)
(273, 206)
(11, 343)
(82, 382)
(732, 404)
(346, 312)
(242, 291)
(282, 138)
(512, 393)
(340, 370)
(174, 141)
(150, 112)
(381, 368)
(619, 279)
(17, 89)
(226, 215)
(646, 244)
(635, 33)
(220, 50)
(157, 447)
(613, 98)
(494, 250)
(406, 301)
(644, 116)
(703, 114)
(243, 342)
(185, 57)
(517, 489)
(523, 188)
(686, 418)
(564, 251)
(200, 60)
(438, 411)
(697, 343)
(528, 171)
(570, 392)
(645, 217)
(669, 424)
(257, 502)
(98, 371)
(360, 127)
(639, 379)
(663, 443)
(648, 474)
(685, 226)
(96, 12)
(529, 182)
(574, 90)
(638, 459)
(754, 117)
(606, 453)
(439, 290)
(329, 195)
(40, 149)
(482, 149)
(597, 345)
(710, 276)
(535, 216)
(454, 369)
(527, 230)
(690, 475)
(180, 259)
(120, 330)
(515, 352)
(45, 55)
(581, 271)
(63, 281)
(279, 301)
(76, 91)
(320, 4)
(104, 108)
(472, 226)
(282, 408)
(130, 37)
(37, 127)
(421, 44)
(283, 370)
(751, 307)
(729, 17)
(479, 105)
(424, 441)
(94, 27)
(698, 228)
(171, 108)
(429, 5)
(288, 308)
(266, 400)
(531, 129)
(244, 15)
(332, 489)
(85, 71)
(241, 429)
(85, 414)
(12, 151)
(304, 102)
(621, 298)
(633, 101)
(204, 232)
(371, 134)
(589, 459)
(296, 10)
(294, 464)
(362, 255)
(502, 435)
(428, 302)
(584, 91)
(625, 489)
(627, 465)
(287, 9)
(656, 464)
(489, 98)
(465, 360)
(538, 454)
(608, 102)
(677, 97)
(45, 27)
(160, 333)
(517, 420)
(245, 57)
(409, 101)
(558, 86)
(288, 346)
(108, 84)
(412, 332)
(438, 192)
(56, 422)
(249, 281)
(615, 31)
(556, 196)
(239, 155)
(383, 422)
(514, 60)
(538, 230)
(420, 27)
(386, 174)
(250, 195)
(251, 269)
(168, 283)
(17, 217)
(202, 358)
(529, 361)
(444, 213)
(575, 18)
(137, 60)
(495, 51)
(90, 107)
(109, 415)
(59, 49)
(136, 90)
(264, 347)
(125, 314)
(660, 119)
(177, 291)
(1, 117)
(4, 348)
(154, 171)
(732, 228)
(382, 256)
(395, 179)
(15, 346)
(423, 186)
(425, 404)
(369, 142)
(199, 150)
(346, 336)
(750, 129)
(535, 432)
(640, 250)
(503, 164)
(15, 40)
(507, 96)
(371, 185)
(264, 312)
(709, 441)
(368, 243)
(121, 176)
(571, 158)
(640, 135)
(550, 193)
(517, 452)
(442, 356)
(456, 144)
(684, 402)
(111, 336)
(735, 7)
(693, 230)
(733, 11)
(495, 480)
(217, 144)
(732, 243)
(661, 91)
(486, 320)
(237, 323)
(318, 175)
(294, 120)
(664, 484)
(743, 368)
(606, 111)
(341, 3)
(507, 485)
(181, 340)
(397, 90)
(564, 146)
(630, 175)
(114, 271)
(249, 243)
(406, 201)
(201, 304)
(674, 24)
(395, 299)
(295, 277)
(90, 213)
(692, 364)
(447, 391)
(575, 57)
(247, 175)
(751, 129)
(596, 303)
(286, 72)
(318, 116)
(731, 301)
(47, 53)
(728, 371)
(626, 59)
(212, 468)
(339, 212)
(122, 446)
(74, 493)
(135, 230)
(117, 452)
(109, 5)
(169, 105)
(521, 416)
(68, 378)
(602, 364)
(367, 456)
(174, 305)
(253, 120)
(589, 365)
(558, 284)
(275, 57)
(653, 425)
(610, 461)
(666, 132)
(569, 164)
(430, 313)
(538, 483)
(685, 327)
(311, 83)
(238, 28)
(661, 5)
(725, 356)
(509, 450)
(105, 495)
(565, 445)
(598, 458)
(589, 431)
(346, 387)
(258, 79)
(515, 228)
(419, 250)
(444, 178)
(481, 87)
(730, 150)
(189, 494)
(400, 352)
(483, 302)
(635, 175)
(682, 185)
(435, 378)
(692, 269)
(541, 84)
(82, 95)
(229, 256)
(194, 190)
(315, 236)
(489, 17)
(601, 336)
(192, 67)
(273, 182)
(601, 31)
(359, 122)
(71, 116)
(219, 184)
(251, 9)
(650, 432)
(153, 348)
(277, 50)
(350, 247)
(111, 344)
(63, 182)
(375, 36)
(442, 450)
(287, 389)
(425, 347)
(568, 161)
(432, 309)
(492, 213)
(438, 76)
(135, 423)
(18, 338)
(427, 367)
(336, 483)
(406, 230)
(229, 349)
(574, 299)
(310, 428)
(31, 224)
(551, 84)
(594, 467)
(733, 479)
(630, 268)
(414, 294)
(209, 175)
(747, 340)
(227, 183)
(299, 352)
(646, 150)
(645, 208)
(313, 343)
(330, 383)
(528, 169)
(503, 498)
(93, 259)
(735, 266)
(233, 351)
(749, 161)
(488, 160)
(268, 468)
(489, 283)
(684, 370)
(30, 496)
(147, 487)
(611, 482)
(524, 429)
(427, 49)
(426, 228)
(707, 448)
(327, 166)
(528, 79)
(58, 497)
(413, 216)
(709, 149)
(523, 132)
(711, 215)
(641, 255)
(541, 380)
(92, 313)
(585, 325)
(624, 397)
(470, 119)
(243, 210)
(49, 217)
(11, 170)
(698, 491)
(353, 151)
(563, 89)
(51, 456)
(244, 152)
(146, 384)
(498, 15)
(756, 349)
(401, 6)
(173, 458)
(280, 294)
(654, 56)
(500, 263)
(582, 18)
(746, 70)
(146, 448)
(264, 94)
(718, 30)
(323, 466)
(727, 356)
(123, 97)
(254, 163)
(643, 32)
(193, 38)
(186, 341)
(153, 467)
(496, 185)
(738, 502)
(464, 344)
(531, 269)
(688, 197)
(362, 459)
(567, 264)
(286, 355)
(279, 79)
(112, 155)
(97, 366)
(411, 244)
(690, 29)
(16, 198)
(446, 154)
(469, 290)
(15, 175)
(697, 337)
(734, 496)
(181, 232)
(254, 223)
(179, 17)
(535, 129)
